,number_of_rooms,floor,area,address,date,price,"latitude, longitude"
1085,6,0,195.0,Ориентир кафе сорбон,10.02.2022 15:19,1345500,"(nan, nan)"
1086,3,4,63.0,102мкр,10.02.2022 15:18,467400,"(nan, nan)"
1087,6,16,186.0,Ориентир Суди Иктисодии Душанбе,10.02.2022 15:15,1283400,"(nan, nan)"
1088,6,10,159.0,Ориентир Сбоку от здания УБОП,10.02.2022 15:10,1078815,"(nan, nan)"
1089,3,8,110.0,И Сомони,10.02.2022 15:08,2165888,"(38.5871679, 68.7869964)"
1090,6,17,192.0,Ориентир Раёсати Корхои Дохилии Шахр,10.02.2022 15:04,1324800,"(nan, nan)"
1091,2,11,75.0,сино,10.02.2022 14:54,360000,"(38.5615057, 68.739065)"
1092,2,1,63.0,112 мкр,10.02.2022 14:53,452000,"(38.5208346, 68.74790775)"
1093,5,16,138.0,Ориентир Кафе Сорбон,10.02.2022 14:51,952200,"(nan, nan)"
1094,2,4,44.0,,10.02.2022 14:50,370000,"(nan, nan)"
1095,2,11,75.0,,10.02.2022 14:50,501600,"(nan, nan)"
1096,4,4,160.0,ЖД-Вокзал,10.02.2022 14:49,1820000,"(38.5559868, 68.79811000110263)"
1097,4,7,95.0,Зарафшон,10.02.2022 14:43,420000,"(38.5853222, 68.71890381645422)"
1098,1,3,43.0,И Сомони,10.02.2022 14:33,280000,"(38.5871679, 68.7869964)"
1099,3,5,95.0,Фирдавси,10.02.2022 14:31,780000,"(38.5305762, 68.7763022)"
1100,4,7,117.0,ориентир Душанбинское УВД,10.02.2022 14:25,861120,"(nan, nan)"
1101,4,7,117.0,Ориентир Душанбинское УВД,10.02.2022 14:19,861120,"(nan, nan)"
1102,2,6,58.0,,10.02.2022 14:15,510000,"(nan, nan)"
1103,3,18,121.0,Ориентир Хукумат Шохмансур,10.02.2022 14:15,834900,"(nan, nan)"
1104,2,15,56.0,Лесная сказка,10.02.2022 13:56,420000,"(38.5838634, 68.7419029)"
1105,2,14,100.0,ориентир ТаджикТекстильМаш,10.02.2022 13:56,690000,"(nan, nan)"
1106,2,4,75.0,Ориентир Торгово-Жилой Комплекс Ватан,10.02.2022 13:53,603750,"(nan, nan)"
1107,1,15,78.0,Ориентир Хадамоти давлатии оташнишони,10.02.2022 13:48,538200,"(nan, nan)"
1108,2,15,51.0,91 мкр,10.02.2022 13:36,420000,"(38.54670385, 68.74736905)"
1109,1,12,53.0,Казинои Саидшох,10.02.2022 13:36,242000,"(nan, nan)"
1110,1,10,41.0,Казинои Саидшох,10.02.2022 13:36,196000,"(nan, nan)"
1111,2,8,98.0,Зеленый Бозор,10.02.2022 13:36,402000,"(nan, nan)"
1112,3,4,70.0,91мкр,10.02.2022 13:35,547000,"(nan, nan)"
1113,3,1,70.0,Испечак,10.02.2022 13:35,460000,"(38.585271649999996, 68.7282739598053)"
1114,2,8,46.0,Аэропорт,10.02.2022 13:34,435000,"(38.54557415, 68.82363701984585)"
1115,2,3,60.0,92 мкр,10.02.2022 13:34,445000,"(38.52225355, 68.74991793788521)"
1116,3,5,50.0,,10.02.2022 13:33,455000,"(nan, nan)"
1117,2,5,70.0,Аэропорт,10.02.2022 13:33,565000,"(38.54557415, 68.82363701984585)"
1118,1,12,67.0,Шохмансур,10.02.2022 13:33,380000,"(38.5507163, 68.8305472)"
1119,3,5,80.0,Испечак,10.02.2022 13:33,525000,"(38.585271649999996, 68.7282739598053)"
1120,1,4,50.0,,10.02.2022 13:33,435000,"(nan, nan)"
1121,3,2,90.0,Кайроккум,10.02.2022 13:32,854000,"(38.5931243, 68.7783348)"
1122,3,2,70.0,101 мкр,10.02.2022 13:32,646000,"(38.5425835, 68.81521423589763)"
1123,2,2,44.0,Фирдавси,10.02.2022 13:28,350000,"(38.5305762, 68.7763022)"
1124,3,1,61.0,Фирдавси,10.02.2022 13:28,520000,"(38.5305762, 68.7763022)"
1125,3,1,66.0,Поворот Ленинград,10.02.2022 13:24,318000,"(38.4881522, 68.7153354)"
1126,4,2,80.0,Садбарг,10.02.2022 13:22,670000,"(38.562076, 68.7984058)"
1127,3,5,56.0,Шохмансур,10.02.2022 13:20,380000,"(38.5507163, 68.8305472)"
1128,2,10,67.0,Фирдавси,10.02.2022 13:19,450000,"(38.5305762, 68.7763022)"
1129,2,14,88.0,Дом Печати,10.02.2022 13:19,628500,"(38.5706843, 68.7897228)"
1130,2,4,60.0,Колхози Россия,10.02.2022 13:16,300000,"(38.520621399999996, 68.77887007671087)"
1131,2,11,72.0,Садбарг,10.02.2022 13:16,799999,"(38.562076, 68.7984058)"
1132,4,16,131.0,,10.02.2022 13:10,679000,"(nan, nan)"
1133,2,4,58.0,Зарафшон,10.02.2022 13:03,430000,"(38.5853222, 68.71890381645422)"
1134,3,4,50.0,,10.02.2022 13:02,1000000,"(nan, nan)"
1135,1,4,32.0,фирдавси корвон гравзавод,10.02.2022 13:01,170000,"(38.5305762, 68.7763022)"
1136,1,1,27.0,65 мкр,10.02.2022 12:58,230000,"(38.5823233, 68.74831405)"
1137,1,8,44.0,,10.02.2022 12:57,315000,"(nan, nan)"
1138,3,11,118.0,82 мир,10.02.2022 12:55,550000,"(38.5234594, 68.74951586109968)"
1139,3,17,140.0,ДомПечать напротив Таможенного Комитета,10.02.2022 12:54,568000,"(nan, nan)"
1140,4,4,75.0,Шарора,10.02.2022 12:45,270000,"(nan, nan)"
1141,1,17,44.0,Зарнисор,10.02.2022 12:42,125000,"(38.5077678, 68.7681578)"
1142,1,3,44.0,Шохмансур,10.02.2022 12:35,170000,"(38.5507163, 68.8305472)"
1143,1,3,40.0,,10.02.2022 12:29,165000,"(nan, nan)"
1144,2,1,48.0,,10.02.2022 12:29,255000,"(nan, nan)"
1145,3,15,106.0,Поворот аэропорта,10.02.2022 12:29,1099000,"(38.4881522, 68.7153354)"
1146,3,8,87.0,Шоҳмансур,10.02.2022 12:26,767000,"(38.5507163, 68.8305472)"
1147,2,0,51.0,112 мкр,10.02.2022 12:25,280000,"(38.5208346, 68.74790775)"
1148,2,4,81.0,Шохмансур,10.02.2022 12:19,507870,"(38.5507163, 68.8305472)"
1149,3,3,105.0,Шохмансур,10.02.2022 12:19,595875,"(38.5507163, 68.8305472)"
1150,2,10,86.0,ул.Турсунзода,10.02.2022 12:10,1140000,"(38.5858337, 68.793715)"
1151,1,7,56.0,Зарнисор,10.02.2022 12:08,211000,"(38.5077678, 68.7681578)"
1152,2,5,60.0,Испечак-2,10.02.2022 12:07,456000,"(38.5849938, 68.7245146)"
1153,3,12,80.0,92мкр,10.02.2022 12:07,695400,"(nan, nan)"
1154,4,2,70.0,112мкр,10.02.2022 12:07,882000,"(nan, nan)"
1155,3,1,53.0,Испечак-2,10.02.2022 12:06,456000,"(38.5849938, 68.7245146)"
1156,3,8,108.0,Дом печать,10.02.2022 12:06,677000,"(38.5707484, 68.7886955)"
1157,2,6,58.0,Гипрозем,10.02.2022 12:05,350000,"(38.5112209, 68.73803768568288)"
1158,2,14,63.0,112 мкр,10.02.2022 12:05,328500,"(38.5208346, 68.74790775)"
1159,3,1,124.0,Шохмансур 9 км,10.02.2022 12:04,782000,"(38.5507163, 68.8305472)"
1160,1,12,34.0,Садбарг,10.02.2022 12:01,330000,"(38.562076, 68.7984058)"
1161,1,11,50.0,Фирдавси,10.02.2022 11:54,245099,"(38.5305762, 68.7763022)"
1162,2,3,49.0,Фирдавси,10.02.2022 11:46,215000,"(38.5305762, 68.7763022)"
1163,1,2,28.0,Рынок Корвон,10.02.2022 11:44,169900,"(38.50599805, 68.75511569013814)"
1164,3,1,50.0,,10.02.2022 11:42,201999,"(nan, nan)"
1165,3,4,68.0,Фирдавси,10.02.2022 11:42,559000,"(38.5305762, 68.7763022)"
1166,3,9,56.0,Сино,10.02.2022 11:42,400000,"(38.5615057, 68.739065)"
1167,3,8,102.0,Фирдавси,10.02.2022 11:41,387000,"(38.5305762, 68.7763022)"
1168,2,16,78.0,Шохмансур,10.02.2022 11:40,390000,"(38.5507163, 68.8305472)"
1169,2,5,70.0,82 мкр,10.02.2022 11:39,740000,"(38.5234594, 68.74951586109968)"
1170,2,8,50.0,,10.02.2022 11:39,397250,"(nan, nan)"
1171,1,3,42.0,101 мкр,10.02.2022 11:39,330000,"(38.5425835, 68.81521423589763)"
1172,2,7,67.0,Испечак 2,10.02.2022 11:38,547000,"(38.5849938, 68.7245146)"
1173,5,3,90.0,102мкр,10.02.2022 11:38,590000,"(nan, nan)"
1174,2,1,58.0,Поворот Аэропорт,10.02.2022 11:38,445000,"(38.4881522, 68.7153354)"
1175,3,1,70.0,92 мкр,10.02.2022 11:38,615000,"(38.52225355, 68.74991793788521)"
1176,1,13,33.0,Сино,10.02.2022 11:36,131700,"(38.5615057, 68.739065)"
1177,1,12,49.0,Сино,10.02.2022 11:36,195500,"(38.5615057, 68.739065)"
1178,2,4,58.0,92мкр,10.02.2022 11:35,480000,"(nan, nan)"
1179,1,7,65.0,Китай базар,10.02.2022 11:35,270000,"(nan, nan)"
1180,2,12,56.0,Сино,10.02.2022 11:33,239400,"(38.5615057, 68.739065)"
1181,2,3,56.0,Сино,10.02.2022 11:32,287280,"(38.5615057, 68.739065)"
1182,2,3,49.0,Сино,10.02.2022 11:31,251370,"(38.5615057, 68.739065)"
1183,4,3,130.0,91 мкр,10.02.2022 11:30,1596000,"(38.54670385, 68.74736905)"
1184,3,5,107.0,,10.02.2022 11:30,690000,"(nan, nan)"
1185,1,4,44.0,Сино,10.02.2022 11:29,225720,"(38.5615057, 68.739065)"
1186,3,8,80.0,101 мкр,10.02.2022 11:28,500000,"(38.5425835, 68.81521423589763)"
1187,1,5,47.0,Сино,10.02.2022 11:28,241110,"(38.5615057, 68.739065)"
1188,1,5,44.0,Сино,10.02.2022 11:26,225720,"(38.5615057, 68.739065)"
1189,2,11,56.0,Сино,10.02.2022 11:25,223440,"(38.5615057, 68.739065)"
1190,1,12,44.0,Сино,10.02.2022 11:25,175550,"(38.5615057, 68.739065)"
1191,1,12,47.0,Сино,10.02.2022 11:23,187500,"(38.5615057, 68.739065)"
1192,1,12,48.0,Ориентир бывший ГАИ Душанбе,10.02.2022 11:21,357120,"(nan, nan)"
1193,2,2,71.0,Сино,10.02.2022 11:21,364230,"(38.5615057, 68.739065)"
1194,4,5,80.0,Зарафшон,10.02.2022 11:20,459999,"(38.5853222, 68.71890381645422)"
1195,1,11,48.0,Сино,10.02.2022 11:20,191520,"(38.5615057, 68.739065)"
1196,3,15,88.0,Фирдавси,10.02.2022 11:20,520000,"(38.5305762, 68.7763022)"
1197,1,7,44.0,Сино,10.02.2022 11:19,200600,"(38.5615057, 68.739065)"
1198,2,11,52.0,Шохмансур,10.02.2022 11:19,266000,"(38.5507163, 68.8305472)"
1199,1,11,43.0,Сино,10.02.2022 11:19,171600,"(38.5615057, 68.739065)"
1200,2,9,75.0,Молодёжный,10.02.2022 11:17,326000,"(38.55014405, 68.76102166353772)"
1201,1,8,47.0,Чал Чам,10.02.2022 11:17,197000,"(38.546926150000004, 68.75433241238348)"
1202,1,9,53.0,Молодёжный театр,10.02.2022 11:17,235000,"(38.55014405, 68.76102166353772)"
1203,1,7,49.0,Сино,10.02.2022 11:17,223450,"(38.5615057, 68.739065)"
1204,3,13,76.0,,10.02.2022 11:16,738000,"(nan, nan)"
1205,1,11,33.0,Сино,10.02.2022 11:16,131700,"(38.5615057, 68.739065)"
1206,1,5,53.0,Зарнисор,10.02.2022 11:16,250000,"(38.5077678, 68.7681578)"
1207,2,9,44.0,Сино,10.02.2022 11:15,250000,"(38.5615057, 68.739065)"
1208,1,9,33.0,Сино,10.02.2022 11:13,150500,"(38.5615057, 68.739065)"
1209,1,3,32.0,,10.02.2022 11:13,445000,"(nan, nan)"
1210,3,10,106.0,Садбарг,10.02.2022 11:11,599000,"(38.562076, 68.7984058)"
1211,4,14,140.0,Спартак,10.02.2022 11:08,798000,"(38.58096865, 68.79602632635067)"
1212,3,13,94.0,Филармония,10.02.2022 11:07,589000,"(38.5635832, 68.7537962)"
1213,3,2,60.0,Гипрозем,10.02.2022 11:06,315000,"(38.5112209, 68.73803768568288)"
1214,3,13,63.0,112 мкр,10.02.2022 11:04,480000,"(38.5208346, 68.74790775)"
1215,2,10,85.0,,10.02.2022 10:58,530000,"(nan, nan)"
1216,2,12,73.0,Сино,10.02.2022 10:57,330000,"(38.5615057, 68.739065)"
1217,2,1,50.0,,10.02.2022 10:57,441480,"(nan, nan)"
1218,3,4,80.0,Рудаки,10.02.2022 10:55,322000,"(38.5858337, 68.793715)"
1219,1,10,36.0,Сино,10.02.2022 10:55,164160,"(38.5615057, 68.739065)"
1220,1,11,41.0,Сино,10.02.2022 10:54,163600,"(38.5615057, 68.739065)"
1221,1,2,47.0,Сино,10.02.2022 10:54,241110,"(38.5615057, 68.739065)"
1222,5,8,85.0,аэрапорт,10.02.2022 10:53,600000,"(nan, nan)"
1223,1,2,44.0,Сино,10.02.2022 10:53,225700,"(38.5615057, 68.739065)"
1224,1,2,36.0,Сино,10.02.2022 10:53,184700,"(38.5615057, 68.739065)"
1225,2,11,56.0,82-Саодат,10.02.2022 10:53,499000,"(nan, nan)"
1226,1,4,45.0,Сино,10.02.2022 10:52,230800,"(38.5615057, 68.739065)"
1227,1,10,63.0,Сомони,10.02.2022 10:46,425000,"(38.5858337, 68.793715)"
1228,2,6,67.0,сомони,10.02.2022 10:46,670000,"(38.5858337, 68.793715)"
1229,4,9,110.0,Сомони,10.02.2022 10:46,757000,"(38.5858337, 68.793715)"
1230,4,4,145.0,Сомони,10.02.2022 10:46,1425000,"(38.5858337, 68.793715)"
1231,2,10,66.0,Сино,10.02.2022 10:46,580000,"(38.5615057, 68.739065)"
1232,3,10,104.0,Центр,10.02.2022 10:46,680000,"(38.584950250000006, 68.76348722496377)"
1233,1,7,51.0,Cино,10.02.2022 10:45,350000,"(nan, nan)"
1234,3,10,142.0,Сомони,10.02.2022 10:45,1595000,"(38.5858337, 68.793715)"
1235,3,2,75.0,Сомони,10.02.2022 10:45,855000,"(38.5858337, 68.793715)"
1236,2,11,62.0,Сино,10.02.2022 10:45,508000,"(38.5615057, 68.739065)"
1237,1,4,52.0,И.Сомони,10.02.2022 10:45,435000,"(38.5871679, 68.7869964)"
1238,3,4,120.0,Сомони,10.02.2022 10:45,1130000,"(38.5858337, 68.793715)"
1239,2,5,54.0,Шохмансур,10.02.2022 10:45,385000,"(38.5507163, 68.8305472)"
1240,3,17,118.0,Шохмансур,10.02.2022 10:41,620000,"(38.5507163, 68.8305472)"
1241,1,4,63.0,Сомони,10.02.2022 10:41,470000,"(38.5858337, 68.793715)"
1242,3,10,132.0,Сомони,10.02.2022 10:40,995000,"(38.5858337, 68.793715)"
1243,3,17,118.0,Шохмансур,10.02.2022 10:40,630000,"(38.5507163, 68.8305472)"
1244,3,15,120.0,Сино,10.02.2022 10:39,1130000,"(38.5615057, 68.739065)"
1245,5,6,186.0,Караболо,10.02.2022 10:39,1980000,"(nan, nan)"
1246,4,1,80.0,92мкр,10.02.2022 10:39,735000,"(nan, nan)"
1247,3,5,115.0,,10.02.2022 10:38,970000,"(nan, nan)"
1248,2,1,50.0,92 мкр,10.02.2022 10:38,475000,"(38.52225355, 68.74991793788521)"
1249,6,4,330.0,Садбарг,10.02.2022 10:37,3000000,"(38.562076, 68.7984058)"
1250,4,3,80.0,104 мкр,10.02.2022 10:37,525000,"(38.52171765, 68.74869761629216)"
1251,5,6,130.0,101 мкр,10.02.2022 10:37,1480000,"(38.5425835, 68.81521423589763)"
1252,4,7,80.0,102 мкр,10.02.2022 10:37,605000,"(38.5215622, 68.74921245)"
1253,2,2,50.0,,10.02.2022 10:37,465000,"(nan, nan)"
1254,2,5,71.0,,10.02.2022 10:34,718000,"(nan, nan)"
1255,3,5,126.0,,10.02.2022 10:33,850000,"(nan, nan)"
1256,3,10,106.0,,10.02.2022 10:29,661000,"(nan, nan)"
1257,5,11,147.0,Гранд Отель,10.02.2022 10:29,1130000,"(38.5736713, 68.7948765)"
1258,2,4,91.0,И.Сомони,10.02.2022 10:29,627000,"(38.5871679, 68.7869964)"
1259,3,5,121.0,Ашан,10.02.2022 10:28,900000,"(38.5737759, 68.8016005)"
1260,1,2,42.0,Хитой бозор,10.02.2022 10:28,220000,"(38.554049899999995, 68.78854784999999)"
1261,2,9,86.0,Сомони,10.02.2022 10:28,910000,"(38.5858337, 68.793715)"
1262,2,1,50.0,,10.02.2022 10:26,260000,"(nan, nan)"
1263,2,4,47.0,Сино -2,10.02.2022 10:18,480000,"(38.5615057, 68.739065)"
1264,4,8,110.0,,10.02.2022 10:16,878000,"(nan, nan)"
1265,2,11,76.0,Шохмансур,10.02.2022 10:09,640000,"(38.5507163, 68.8305472)"
1266,4,7,100.0,102 мкр,10.02.2022 10:06,622000,"(38.5215622, 68.74921245)"
1267,3,16,104.0,,10.02.2022 09:48,503000,"(nan, nan)"
1268,2,16,78.0,,10.02.2022 09:48,373500,"(nan, nan)"
1269,3,16,112.0,,10.02.2022 09:48,537000,"(nan, nan)"
1270,3,16,105.0,,10.02.2022 09:48,503000,"(nan, nan)"
1271,3,16,112.0,,10.02.2022 09:47,537000,"(nan, nan)"
1272,3,2,107.0,Сино,10.02.2022 09:46,670000,"(38.5615057, 68.739065)"
1273,1,7,47.0,Садбарг,10.02.2022 09:25,430000,"(38.562076, 68.7984058)"
1274,2,3,50.0,,10.02.2022 09:24,225000,"(nan, nan)"
1275,3,1,80.0,Сино,10.02.2022 09:24,470000,"(38.5615057, 68.739065)"
1276,3,4,54.0,,10.02.2022 09:23,440000,"(nan, nan)"
1277,2,3,44.0,46 мкр,10.02.2022 09:13,369000,"(38.52874565, 68.7448214)"
1278,3,2,63.0,Сино-2,10.02.2022 09:08,600000,"(38.5615057, 68.739065)"
1279,1,1,35.0,9 Км,10.02.2022 09:07,250000,"(38.5885533, 68.7787884)"
1280,3,4,67.0,84 мкр,10.02.2022 09:05,540000,"(38.52399065, 68.74912565571961)"
1281,3,11,146.0,,10.02.2022 08:59,1580000,"(nan, nan)"
1282,3,13,78.0,Гранд отель,10.02.2022 08:58,670000,"(38.5736713, 68.7948765)"
1283,3,7,117.0,И.Сомони,10.02.2022 08:54,810000,"(38.5871679, 68.7869964)"
1284,2,6,71.0,Проспект Рудаки,10.02.2022 08:50,685000,"(38.5984557, 68.7868276)"
1285,3,9,125.0,Домпечать,10.02.2022 08:50,1248000,"(nan, nan)"
1286,2,11,80.0,,10.02.2022 08:47,452000,"(nan, nan)"
1287,2,13,57.0,,10.02.2022 08:45,660000,"(nan, nan)"
1288,2,2,48.0,112 мкр,10.02.2022 08:43,370000,"(38.5208346, 68.74790775)"
1289,2,6,80.0,Шохмансур,10.02.2022 08:42,570000,"(38.5507163, 68.8305472)"
1290,2,1,56.0,,10.02.2022 08:28,420000,"(nan, nan)"
1291,2,1,42.0,ул. Маяковского,10.02.2022 08:15,370000,"(38.558446950000004, 68.74822573217185)"
1292,3,2,58.0,Бустон,10.02.2022 08:14,350000,"(nan, nan)"
1293,1,2,46.0,Гипрозем,10.02.2022 08:11,315000,"(38.5112209, 68.73803768568288)"
1294,3,3,58.0,Фирдавси,10.02.2022 08:09,250000,"(38.5305762, 68.7763022)"
1295,3,13,87.0,82мкр,10.02.2022 08:08,439000,"(nan, nan)"
1296,2,4,47.0,Сино,10.02.2022 08:06,414000,"(38.5615057, 68.739065)"
1297,2,2,45.0,Фирдавсӣ,10.02.2022 08:01,195000,"(38.5305762, 68.7763022)"
1298,3,8,122.0,Спартак,10.02.2022 07:06,715000,"(38.58096865, 68.79602632635067)"
1299,1,8,54.0,Исмоили Сомони Стадион Спартак,10.02.2022 07:06,314000,"(38.5858337, 68.793715)"
1300,2,8,107.0,И.Сомони Стадион Спартак,10.02.2022 07:05,609000,"(38.5871679, 68.7869964)"
1301,1,15,53.0,112 мкр,10.02.2022 07:04,255000,"(38.5208346, 68.74790775)"
1302,3,3,82.0,Воданасос,10.02.2022 05:58,735000,"(38.6134776, 68.7843731)"
1303,3,6,60.0,Сино,10.02.2022 05:47,400000,"(38.5615057, 68.739065)"
1304,2,10,93.0,Шохмансур,10.02.2022 05:47,550000,"(38.5507163, 68.8305472)"
1305,1,10,55.0,,10.02.2022 05:35,499000,"(nan, nan)"
1306,3,2,110.0,Айни 64Г,10.02.2022 05:35,1345000,"(38.5637406, 68.7921509)"
1307,3,12,107.0,Фирдавси,10.02.2022 02:04,559999,"(38.5305762, 68.7763022)"
1308,1,2,33.0,Исмоили Сомони,10.02.2022 01:07,290000,"(38.5834656, 68.7891768)"
1309,2,16,50.0,,10.02.2022 00:57,290000,"(nan, nan)"
1310,4,1,70.0,91 мкр,10.02.2022 00:29,570000,"(38.54670385, 68.74736905)"
1311,3,4,50.0,,10.02.2022 00:26,787000,"(nan, nan)"
1312,2,16,60.0,Зарнисор,10.02.2022 00:12,160000,"(38.5077678, 68.7681578)"
1313,1,10,38.0,103мкр,10.02.2022 00:11,410500,"(nan, nan)"
1314,1,18,80.0,Ориентир театр оперы и балета,09.02.2022 23:39,430000,"(nan, nan)"
1315,2,2,50.0,,09.02.2022 23:35,440000,"(nan, nan)"
1316,1,8,50.0,Шохмансур,09.02.2022 23:28,220000,"(38.5507163, 68.8305472)"
1317,1,11,50.0,Славянский университет,09.02.2022 23:15,360000,"(38.575439900000006, 68.79299695439276)"
1318,2,5,83.0,,09.02.2022 23:12,587000,"(nan, nan)"
1319,2,3,87.0,Исмоили Сомони,09.02.2022 23:12,850000,"(38.5834656, 68.7891768)"
1320,2,11,109.0,И.Сомони,09.02.2022 22:45,678000,"(38.5871679, 68.7869964)"
1321,2,8,85.0,Сино,09.02.2022 22:44,485000,"(38.5615057, 68.739065)"
1322,4,5,140.0,104 мкр,09.02.2022 22:34,1150000,"(38.52171765, 68.74869761629216)"
1323,3,11,86.0,Ашан,09.02.2022 22:28,1085000,"(38.5737759, 68.8016005)"
1324,2,2,47.0,82 мкр,09.02.2022 22:18,456000,"(38.5234594, 68.74951586109968)"
1325,2,15,65.0,,09.02.2022 22:17,260000,"(nan, nan)"
1326,2,11,63.0,Сино,09.02.2022 22:12,456000,"(38.5615057, 68.739065)"
1327,1,6,36.0,Сино,09.02.2022 22:03,300000,"(38.5615057, 68.739065)"
1328,2,8,81.0,И Сомони 8 март,09.02.2022 22:01,850000,"(38.5536898, 68.7652048)"
1329,3,2,68.0,Рудаки,09.02.2022 21:59,330000,"(38.5858337, 68.793715)"
1330,5,3,90.0,112 мкр,09.02.2022 21:49,635000,"(38.5208346, 68.74790775)"
1331,2,2,55.0,92мкр,09.02.2022 21:49,430000,"(nan, nan)"
1332,1,3,32.0,Цирк,09.02.2022 21:28,308000,"(38.5575994, 68.76368975457416)"
1333,2,14,55.0,Фирдавси,09.02.2022 21:20,455000,"(38.5305762, 68.7763022)"
1334,5,4,90.0,Зарафшон 1,09.02.2022 21:17,660000,"(38.5853222, 68.71890381645422)"
1335,1,10,58.0,83 мкр,09.02.2022 21:17,241000,"(38.5296206, 68.74739629999999)"
1336,3,10,127.0,Зелёный,09.02.2022 21:17,550000,"(nan, nan)"
1337,3,10,114.0,,09.02.2022 21:16,530500,"(nan, nan)"
1338,1,14,76.0,,09.02.2022 21:16,300000,"(nan, nan)"
1339,2,10,78.0,Сино.,09.02.2022 21:15,375000,"(38.5615057, 68.739065)"
1340,3,2,54.0,н.Сино,09.02.2022 21:14,700000,"(38.5615057, 68.739065)"
1341,3,10,94.0,,09.02.2022 21:14,450000,"(nan, nan)"
1342,2,7,67.0,Сино,09.02.2022 21:14,273800,"(38.5615057, 68.739065)"
1343,3,12,116.0,Гулистон,09.02.2022 21:13,460000,"(38.5427547, 68.8685532)"
1344,2,12,66.0,Сино . Зарафшон,09.02.2022 21:11,239000,"(38.5829199, 68.71853950433649)"
1345,1,6,47.0,,09.02.2022 21:10,220000,"(nan, nan)"
1346,2,11,81.0,Гулистон,09.02.2022 21:09,325000,"(38.5427547, 68.8685532)"
1347,3,12,112.0,Сино,09.02.2022 21:07,480123,"(38.5615057, 68.739065)"
1348,3,7,112.0,Сино,09.02.2022 21:07,469000,"(38.5615057, 68.739065)"
1349,4,2,142.0,Нохияи Сино,09.02.2022 21:07,1728000,"(38.5598881, 68.7943138)"
1350,2,16,86.0,82мкр,09.02.2022 21:07,370000,"(nan, nan)"
1351,1,10,55.0,,09.02.2022 21:06,251000,"(nan, nan)"
1352,2,13,81.0,Товус,09.02.2022 21:06,295000,"(nan, nan)"
1353,2,7,75.0,82 мкр,09.02.2022 21:05,442000,"(38.5234594, 68.74951586109968)"
1354,1,12,50.0,,09.02.2022 21:05,253374,"(nan, nan)"
1355,2,12,67.0,Испечак,09.02.2022 21:04,245000,"(38.585271649999996, 68.7282739598053)"
1356,3,7,106.0,Сино. Яккачинор. Сирк,09.02.2022 20:59,440000,"(38.5615057, 68.739065)"
1357,2,7,67.0,Цирк,09.02.2022 20:55,275000,"(38.5575994, 68.76368975457416)"
1358,2,1,54.0,65 мкр,09.02.2022 20:52,455000,"(38.5823233, 68.74831405)"
1359,1,10,58.0,,09.02.2022 20:46,255000,"(nan, nan)"
1360,3,12,112.0,,09.02.2022 20:45,485000,"(nan, nan)"
1361,2,11,66.0,Сино . 112 мкр . Зарафшон.,09.02.2022 20:45,239902,"(38.5615057, 68.739065)"
1362,2,7,78.0,Исмоили Сомонӣ . ул Карамова.,09.02.2022 20:44,398500,"(38.6088126, 68.7839571)"
1363,1,7,57.0,,09.02.2022 20:44,247784,"(nan, nan)"
1364,1,11,55.0,,09.02.2022 20:43,262785,"(nan, nan)"
1365,2,13,81.0,Исмоили Сомонӣ. Товус,09.02.2022 20:43,321500,"(38.5858337, 68.793715)"
1366,1,10,54.0,,09.02.2022 20:43,220000,"(nan, nan)"
1367,2,7,79.0,Гулистон,09.02.2022 20:42,377000,"(38.5427547, 68.8685532)"
1368,2,3,50.0,,09.02.2022 20:32,375000,"(nan, nan)"
1369,2,6,42.0,Фирдавси,09.02.2022 20:18,420000,"(38.5305762, 68.7763022)"
1370,3,5,50.0,,09.02.2022 20:06,864000,"(nan, nan)"
1371,3,5,71.0,,09.02.2022 20:06,855000,"(nan, nan)"
1372,2,4,100.0,,09.02.2022 20:05,1760000,"(nan, nan)"
1373,3,11,120.0,Ориенбанк,09.02.2022 20:05,1539000,"(38.5858039, 68.7861311)"
1374,1,6,56.0,Шохмансур недалеко от пов .аэропорта 3-я база,09.02.2022 20:03,400000,"(38.5507163, 68.8305472)"
1375,2,8,64.0,Садбарг,09.02.2022 19:56,450000,"(38.562076, 68.7984058)"
1376,2,2,50.0,103 мкр,09.02.2022 19:41,439000,"(38.5425835, 68.81521423589763)"
1377,3,1,50.0,,09.02.2022 19:26,550000,"(nan, nan)"
1378,2,2,44.0,112 мкр Гисарская 77,09.02.2022 19:11,450000,"(38.5208346, 68.74790775)"
1379,4,4,65.0,63 мкр,09.02.2022 19:11,530000,"(38.58288255, 68.7482971)"
1380,5,3,90.0,101 мкр,09.02.2022 19:03,800000,"(38.5425835, 68.81521423589763)"
1381,1,16,55.0,Зарнисор,09.02.2022 18:52,115000,"(38.5077678, 68.7681578)"
1382,2,2,50.0,91 мкр,09.02.2022 18:51,480000,"(38.54670385, 68.74736905)"
1383,1,5,40.0,Шохмансур,09.02.2022 18:42,425500,"(38.5507163, 68.8305472)"
1384,2,16,69.0,Фирдавси,09.02.2022 18:41,285000,"(38.5305762, 68.7763022)"
1385,1,4,30.0,фирдавси султони кабир,09.02.2022 18:39,270000,"(38.5305762, 68.7763022)"
1386,1,6,30.0,,09.02.2022 18:39,240000,"(nan, nan)"
1387,2,3,36.0,,09.02.2022 18:39,300000,"(nan, nan)"
