,number_of_rooms,floor,area,address,date,price,"latitude, longitude"
3625,3,3,62.0,Сино,31.01.2022 12:19,536700,"(38.5615057, 68.739065)"
3626,5,8,209.0,Сино,31.01.2022 12:18,1243000,"(38.5615057, 68.739065)"
3627,2,2,40.0,Аэропорт,31.01.2022 12:16,340000,"(38.54557415, 68.82363701984585)"
3628,2,3,53.0,Айни,31.01.2022 12:15,700000,"(38.533662, 68.6677214)"
3629,4,4,100.0,31 мкр,31.01.2022 12:04,700000,"(38.509434, 68.73463477325393)"
3630,3,8,83.0,Сино,31.01.2022 11:59,800000,"(38.5615057, 68.739065)"
3631,3,5,114.0,Шевченко,31.01.2022 11:53,1130000,"(38.5630985, 68.7854131)"
3632,3,8,84.0,112 мкр,31.01.2022 11:51,570000,"(38.5208346, 68.74790775)"
3633,3,13,78.0,Гранд отель,31.01.2022 11:46,670000,"(38.5736713, 68.7948765)"
3634,3,3,90.0,Шохмансур,31.01.2022 11:44,685000,"(38.5507163, 68.8305472)"
3635,3,6,136.0,8 марта,31.01.2022 11:28,1116000,"(38.5885533, 68.7787884)"
3636,1,4,48.0,Сино,31.01.2022 11:09,460000,"(38.5615057, 68.739065)"
3637,5,1,96.0,Сино,31.01.2022 11:05,695000,"(38.5615057, 68.739065)"
3638,3,4,56.0,,31.01.2022 11:05,490000,"(nan, nan)"
3639,3,3,54.0,Сино,31.01.2022 10:59,533000,"(38.5615057, 68.739065)"
3640,3,2,107.0,Фирдавси,31.01.2022 10:56,1130000,"(38.5305762, 68.7763022)"
3641,3,3,87.0,Таджикский национальный институт,31.01.2022 10:55,810000,"(38.589354799999995, 68.77345906691914)"
3642,2,7,77.0,Ориентир Новый Пайкар,31.01.2022 10:46,566720,"(nan, nan)"
3643,2,8,76.0,И. Сомони,31.01.2022 10:45,625000,"(38.5871679, 68.7869964)"
3644,2,6,50.0,,31.01.2022 10:44,255000,"(nan, nan)"
3645,1,7,58.0,Зарафшон,31.01.2022 10:38,210000,"(38.5853222, 68.71890381645422)"
3646,1,6,58.0,83 мкр,31.01.2022 10:36,363660,"(38.5296206, 68.74739629999999)"
3647,2,9,96.0,83 мкр,31.01.2022 10:34,547200,"(38.5296206, 68.74739629999999)"
3648,1,16,58.0,83 мкр,31.01.2022 10:32,264480,"(38.5296206, 68.74739629999999)"
3649,1,13,58.0,83 мкр,31.01.2022 10:30,297540,"(38.5296206, 68.74739629999999)"
3650,2,4,60.0,103мкр пушти Сияариён,31.01.2022 10:30,420000,"(nan, nan)"
3651,2,7,71.0,Сино,31.01.2022 10:26,316000,"(38.5615057, 68.739065)"
3652,3,13,74.0,,31.01.2022 10:24,500000,"(nan, nan)"
3653,1,4,37.0,Гипрозем,31.01.2022 10:23,189810,"(38.5112209, 68.73803768568288)"
3654,1,10,41.0,Гипрозем,31.01.2022 10:20,186960,"(38.5112209, 68.73803768568288)"
3655,2,1,46.0,,31.01.2022 10:16,330000,"(nan, nan)"
3656,4,8,90.0,МЖК,31.01.2022 10:15,770000,"(nan, nan)"
3657,2,1,60.0,Испечак -1,31.01.2022 10:14,370500,"(38.5776615, 68.7225776)"
3658,1,3,42.0,101мкр,31.01.2022 10:13,331000,"(nan, nan)"
3659,2,5,58.0,Испечак -2,31.01.2022 10:12,399000,"(38.5849938, 68.7245146)"
3660,1,8,49.0,Военный городок,31.01.2022 10:11,398000,"(38.5100357, 68.7339248)"
3661,2,5,86.0,Зарафшон,31.01.2022 10:11,546000,"(38.5853222, 68.71890381645422)"
3662,2,2,60.0,92 мкр,31.01.2022 10:10,454000,"(38.52225355, 68.74991793788521)"
3663,2,4,55.0,Филармония,31.01.2022 10:09,510000,"(38.5635832, 68.7537962)"
3664,2,9,56.0,Фирдавси,31.01.2022 10:07,440000,"(38.5305762, 68.7763022)"
3665,3,6,76.0,33 мкр,31.01.2022 10:01,472000,"(38.58569185, 68.72512473468157)"
3666,2,3,58.0,Филармония,31.01.2022 09:58,480000,"(38.5635832, 68.7537962)"
3667,1,5,57.0,Сино,31.01.2022 09:58,334000,"(38.5615057, 68.739065)"
3668,1,10,59.0,Сино,31.01.2022 09:57,149999,"(38.5615057, 68.739065)"
3669,6,11,320.0,82 мкр,31.01.2022 09:56,1490000,"(38.5234594, 68.74951586109968)"
3670,4,5,80.0,Зарафшон,31.01.2022 09:56,477500,"(38.5853222, 68.71890381645422)"
3671,2,14,77.0,Зарафшон,31.01.2022 09:56,320000,"(38.5853222, 68.71890381645422)"
3672,3,3,80.0,Зарафшон,31.01.2022 09:54,592000,"(38.5853222, 68.71890381645422)"
3673,3,6,120.0,Зарафшон,31.01.2022 09:53,763000,"(38.5853222, 68.71890381645422)"
3674,2,0,52.0,Зарафшон,31.01.2022 09:52,250000,"(38.5853222, 68.71890381645422)"
3675,3,10,64.0,92 мкр,31.01.2022 09:41,315000,"(38.52225355, 68.74991793788521)"
3676,2,6,50.0,,31.01.2022 09:34,305000,"(nan, nan)"
3677,1,6,50.0,Шохмансур,31.01.2022 09:33,510000,"(38.5507163, 68.8305472)"
3678,4,2,84.0,,31.01.2022 09:13,630000,"(nan, nan)"
3679,2,3,52.0,104мкр,31.01.2022 09:13,285000,"(nan, nan)"
3680,1,13,50.0,Шохмансур,31.01.2022 08:56,335000,"(38.5507163, 68.8305472)"
3681,2,11,82.0,Зарафшон 2,31.01.2022 08:42,230000,"(38.5832623, 68.7107404123386)"
3682,4,3,76.0,Сино,31.01.2022 08:32,680000,"(38.5615057, 68.739065)"
3683,2,13,99.0,Поворот Скорой Помощи,31.01.2022 08:25,584000,"(38.4881522, 68.7153354)"
3684,2,6,72.0,,31.01.2022 08:25,798000,"(nan, nan)"
3685,3,16,112.0,,31.01.2022 08:25,536000,"(nan, nan)"
3686,1,5,50.0,,31.01.2022 08:25,155000,"(nan, nan)"
3687,2,8,68.0,,31.01.2022 08:25,775000,"(nan, nan)"
3688,3,11,96.0,Дом печать,31.01.2022 08:24,1380000,"(38.5707484, 68.7886955)"
3689,1,7,49.0,,31.01.2022 08:24,475000,"(nan, nan)"
3690,3,7,120.0,,31.01.2022 08:24,1159200,"(nan, nan)"
3691,1,10,56.0,Голубой экран,31.01.2022 08:24,332000,"(38.5631138, 68.7919442)"
3692,4,10,133.0,,31.01.2022 08:23,1596000,"(nan, nan)"
3693,1,4,33.0,Гипрозем,31.01.2022 08:15,320000,"(38.5112209, 68.73803768568288)"
3694,4,1,65.0,,31.01.2022 08:15,600000,"(nan, nan)"
3695,2,5,60.0,46мкр,31.01.2022 08:07,450000,"(nan, nan)"
3696,4,12,117.0,Садбарг,31.01.2022 07:45,700000,"(38.562076, 68.7984058)"
3697,2,13,71.0,Сино,31.01.2022 07:43,400000,"(38.5615057, 68.739065)"
3698,4,1,72.0,,31.01.2022 07:43,500000,"(nan, nan)"
3699,2,11,50.0,Фирдавси,31.01.2022 07:38,300000,"(38.5305762, 68.7763022)"
3700,3,3,138.0,JYSK,31.01.2022 07:32,1718000,"(38.5192453, 68.75307867052496)"
3701,2,7,50.0,,31.01.2022 07:29,550000,"(nan, nan)"
3702,2,5,50.0,,31.01.2022 07:04,515000,"(nan, nan)"
3703,2,7,88.0,Айни,31.01.2022 07:04,740000,"(38.533662, 68.6677214)"
3704,3,2,94.0,Караболо,31.01.2022 06:28,525000,"(nan, nan)"
3705,2,12,125.0,Сельхоз,31.01.2022 06:26,1824000,"(nan, nan)"
3706,2,10,50.0,,31.01.2022 06:15,550000,"(nan, nan)"
3707,5,1,80.0,Зарафшон,31.01.2022 06:15,640000,"(38.5853222, 68.71890381645422)"
3708,2,6,71.0,Мед Городок,31.01.2022 06:14,809400,"(38.6017832, 68.7853615208922)"
3709,2,4,48.0,Сино 1,31.01.2022 01:40,380000,"(38.5621345, 68.75583104243432)"
3710,4,2,84.0,Диагностика,31.01.2022 01:36,690000,"(nan, nan)"
3711,4,7,108.0,Сино,31.01.2022 00:58,720000,"(38.5615057, 68.739065)"
3712,3,5,81.0,,31.01.2022 00:00,477000,"(nan, nan)"
3713,4,14,118.0,Шохмансур,30.01.2022 23:57,750000,"(38.5507163, 68.8305472)"
3714,3,5,50.0,,30.01.2022 23:46,515000,"(nan, nan)"
3715,2,12,78.0,Центр,30.01.2022 23:34,492350,"(38.584950250000006, 68.76348722496377)"
3716,1,11,68.0,Центр,30.01.2022 23:34,428230,"(38.584950250000006, 68.76348722496377)"
3717,3,18,82.0,Зарафшон-зарнисор,30.01.2022 23:33,160000,"(nan, nan)"
3718,3,5,67.0,92 мкр,30.01.2022 23:08,757000,"(38.52225355, 68.74991793788521)"
3719,1,1,38.0,Корвон гравзавод,30.01.2022 22:51,180000,"(38.50599805, 68.75511569013814)"
3720,3,3,55.0,102 мкр,30.01.2022 22:31,627000,"(38.5215622, 68.74921245)"
3721,3,4,59.0,Сино,30.01.2022 22:20,500000,"(38.5615057, 68.739065)"
3722,2,11,70.0,Испечак 2,30.01.2022 22:04,350000,"(38.5849938, 68.7245146)"
3723,4,10,150.0,,30.01.2022 22:00,2000000,"(nan, nan)"
3724,1,7,54.0,Зарнисор,30.01.2022 21:47,160000,"(38.5077678, 68.7681578)"
3725,3,4,65.0,Сино,30.01.2022 21:35,500000,"(38.5615057, 68.739065)"
3726,3,13,50.0,,30.01.2022 21:31,450000,"(nan, nan)"
3727,2,5,78.0,Фирдавси,30.01.2022 21:30,477000,"(38.5305762, 68.7763022)"
3728,2,5,34.0,Мавлоно масчид,30.01.2022 21:29,190000,"(38.542712800000004, 68.86664877742379)"
3729,3,4,56.0,Фирдавси,30.01.2022 21:28,460000,"(38.5305762, 68.7763022)"
3730,2,3,58.0,Док. кинотеатр Зебунисо,30.01.2022 20:52,329000,"(nan, nan)"
3731,1,4,44.0,ул. Кахорова,30.01.2022 20:50,230000,"(38.5858337, 68.793715)"
3732,1,3,50.0,,30.01.2022 20:36,235000,"(nan, nan)"
3733,3,12,93.0,112 мкр,30.01.2022 20:32,515000,"(38.5208346, 68.74790775)"
3734,1,3,30.0,,30.01.2022 20:12,258000,"(nan, nan)"
3735,1,1,37.0,Зарафшон,30.01.2022 19:59,285000,"(38.5853222, 68.71890381645422)"
3736,3,11,140.0,82мкр,30.01.2022 19:56,910000,"(nan, nan)"
3737,3,1,80.0,,30.01.2022 19:55,400000,"(nan, nan)"
3738,3,6,80.0,33мкр,30.01.2022 19:55,570000,"(nan, nan)"
3739,2,1,62.0,,30.01.2022 19:42,214000,"(nan, nan)"
3740,1,10,54.0,Фирдавси,30.01.2022 19:41,220000,"(38.5305762, 68.7763022)"
3741,5,3,92.0,Зарафшон,30.01.2022 19:31,600000,"(38.5853222, 68.71890381645422)"
3742,2,10,77.0,Фирдавси,30.01.2022 19:24,355000,"(38.5305762, 68.7763022)"
3743,1,3,26.0,Айни 108,30.01.2022 19:18,190000,"(38.533662, 68.6677214)"
3744,3,15,127.0,И. Сомони,30.01.2022 19:18,946200,"(38.5871679, 68.7869964)"
3745,3,4,86.0,Зарнисор,30.01.2022 19:11,600000,"(38.5077678, 68.7681578)"
3746,1,2,42.0,,30.01.2022 19:09,285000,"(nan, nan)"
3747,3,2,68.0,Шохмансур,30.01.2022 19:07,488000,"(38.5507163, 68.8305472)"
3748,2,5,58.0,Ахрора Мухторава,30.01.2022 18:38,300000,"(nan, nan)"
3749,2,11,50.0,Цирк,30.01.2022 18:38,400000,"(38.5575994, 68.76368975457416)"
3750,1,3,38.0,82мкр,30.01.2022 18:37,395500,"(nan, nan)"
3751,2,12,57.0,Шохмансур,30.01.2022 18:34,390000,"(38.5507163, 68.8305472)"
3752,2,12,50.0,,30.01.2022 18:34,555000,"(nan, nan)"
3753,2,2,78.0,Шохмансур,30.01.2022 18:28,500000,"(38.5507163, 68.8305472)"
3754,3,12,85.0,Аэропорт,30.01.2022 18:22,1725000,"(38.54557415, 68.82363701984585)"
3755,3,6,90.0,101 мкр,30.01.2022 18:22,850000,"(38.5425835, 68.81521423589763)"
3756,1,10,48.0,н.Шохмансур,30.01.2022 18:21,225000,"(38.5507163, 68.8305472)"
3757,3,2,65.0,103 мкр,30.01.2022 18:02,495000,"(38.5425835, 68.81521423589763)"
3758,2,16,67.0,Шохмансур,30.01.2022 17:56,390000,"(38.5507163, 68.8305472)"
3759,3,3,57.0,Гипрозем,30.01.2022 17:46,510000,"(38.5112209, 68.73803768568288)"
3760,3,1,70.0,Сино,30.01.2022 17:43,500000,"(38.5615057, 68.739065)"
3761,3,16,67.0,Шохмансур,30.01.2022 17:38,370000,"(38.5507163, 68.8305472)"
3762,3,2,57.0,Вокзал,30.01.2022 17:24,408000,"(38.5585457, 68.806247)"
3763,2,9,58.0,Сино,30.01.2022 17:04,398500,"(38.5615057, 68.739065)"
3764,3,5,65.0,Cино,30.01.2022 17:03,630000,"(nan, nan)"
3765,5,2,100.0,92 мкр,30.01.2022 16:58,1100000,"(38.52225355, 68.74991793788521)"
3766,2,2,52.0,92 мкр,30.01.2022 16:57,465000,"(38.52225355, 68.74991793788521)"
3767,2,4,48.0,46 мкр,30.01.2022 16:47,400000,"(38.52874565, 68.7448214)"
3768,1,2,46.0,91мкр,30.01.2022 16:27,380000,"(nan, nan)"
3769,2,4,43.0,Сино,30.01.2022 16:27,420000,"(38.5615057, 68.739065)"
3770,5,2,98.0,,30.01.2022 16:20,645000,"(nan, nan)"
3771,2,7,45.0,Фирдавси,30.01.2022 16:19,370000,"(38.5305762, 68.7763022)"
3772,1,3,30.0,46 мкр,30.01.2022 16:11,230000,"(38.52874565, 68.7448214)"
3773,1,2,38.0,Гулистон,30.01.2022 16:02,350000,"(38.5427547, 68.8685532)"
3774,2,4,48.0,46 мкр,30.01.2022 16:00,410000,"(38.52874565, 68.7448214)"
3775,1,5,50.0,Сино,30.01.2022 15:56,340000,"(38.5615057, 68.739065)"
3776,2,4,46.0,Гипрозем,30.01.2022 15:48,370000,"(38.5112209, 68.73803768568288)"
3777,2,15,50.0,,30.01.2022 15:44,512000,"(nan, nan)"
3778,5,4,165.0,Исмоили Сомони,30.01.2022 15:40,2100000,"(38.5834656, 68.7891768)"
3779,2,5,54.0,Молодежный театр,30.01.2022 15:40,600000,"(38.55014405, 68.76102166353772)"
3780,1,4,50.0,,30.01.2022 15:38,275000,"(nan, nan)"
3781,2,11,56.0,Исмоили Сомони,30.01.2022 15:23,639000,"(38.5834656, 68.7891768)"
3782,1,4,29.0,103 мкр,30.01.2022 15:22,230000,"(38.5425835, 68.81521423589763)"
3783,2,12,79.0,,30.01.2022 15:11,450000,"(nan, nan)"
3784,3,1,54.0,Сино,30.01.2022 15:08,620377,"(38.5615057, 68.739065)"
3785,2,4,54.0,Фирдавси,30.01.2022 14:56,445000,"(38.5305762, 68.7763022)"
3786,1,6,45.0,Сино,30.01.2022 14:54,426000,"(38.5615057, 68.739065)"
3787,3,14,80.0,испечак 2,30.01.2022 14:49,535000,"(38.5849938, 68.7245146)"
3788,2,2,56.0,92мкр,30.01.2022 14:42,456000,"(nan, nan)"
3789,2,12,67.0,46 мкр,30.01.2022 14:41,373000,"(38.52874565, 68.7448214)"
3790,2,4,50.0,,30.01.2022 14:33,300000,"(nan, nan)"
3791,1,10,45.0,Аэропорт,30.01.2022 14:20,370000,"(38.54557415, 68.82363701984585)"
3792,3,9,90.0,112 мкр,30.01.2022 14:04,700000,"(38.5208346, 68.74790775)"
3793,4,15,150.0,Шохмансур,30.01.2022 14:04,1133000,"(38.5507163, 68.8305472)"
3794,4,3,58.0,И. Сомони,30.01.2022 13:51,650000,"(38.5871679, 68.7869964)"
3795,2,7,74.0,Шохмансур,30.01.2022 13:41,820000,"(38.5507163, 68.8305472)"
3796,1,3,38.0,Рудаки,30.01.2022 13:37,230000,"(38.5858337, 68.793715)"
3797,2,8,73.0,,30.01.2022 13:33,1004000,"(nan, nan)"
3798,1,16,58.0,Хилтон,30.01.2022 13:32,279000,"(38.5623522, 68.81128815016059)"
3799,1,12,62.0,,30.01.2022 13:32,305000,"(nan, nan)"
3800,3,9,90.0,напротив ТЦ Саодат,30.01.2022 13:32,741000,"(nan, nan)"
3801,3,17,102.0,,30.01.2022 13:32,471000,"(nan, nan)"
3802,1,15,50.0,Сельхоз,30.01.2022 13:32,373000,"(nan, nan)"
3803,2,7,79.0,Поворот Аэропорта,30.01.2022 13:32,718200,"(38.4881522, 68.7153354)"
3804,3,12,98.0,Сзади Ашана,30.01.2022 13:32,1083000,"(nan, nan)"
3805,3,15,188.0,,30.01.2022 13:32,900100,"(nan, nan)"
3806,5,8,163.0,Роддом 2,30.01.2022 13:32,1023000,"(38.5658287, 68.7857279)"
3807,3,4,105.0,Аэропорт,30.01.2022 13:32,1596000,"(38.54557415, 68.82363701984585)"
3808,1,9,50.0,,30.01.2022 13:30,326000,"(nan, nan)"
3809,2,1,45.0,Фирдавси,30.01.2022 13:28,235000,"(38.5305762, 68.7763022)"
3810,2,9,61.0,Военный городок,30.01.2022 13:25,300000,"(38.5100357, 68.7339248)"
3811,3,6,93.0,Шохмансур,30.01.2022 13:19,845000,"(38.5507163, 68.8305472)"
3812,2,6,95.0,,30.01.2022 13:18,755800,"(nan, nan)"
3813,5,1,85.0,112 мкр,30.01.2022 13:04,660000,"(38.5208346, 68.74790775)"
3814,2,4,47.0,Сино 2,30.01.2022 13:04,455000,"(38.5615057, 68.739065)"
3815,3,3,145.0,Исмоили Сомони,30.01.2022 13:03,1157100,"(38.5834656, 68.7891768)"
3816,2,3,53.0,Аэропорт,30.01.2022 13:02,543000,"(38.54557415, 68.82363701984585)"
3817,1,6,47.0,Шохмансур,30.01.2022 12:46,390000,"(38.5507163, 68.8305472)"
3818,2,11,76.0,Шохмансур,30.01.2022 12:43,700000,"(38.5507163, 68.8305472)"
3819,1,5,67.0,Филармония,30.01.2022 12:33,418000,"(38.5635832, 68.7537962)"
3820,1,14,70.0,Филармония,30.01.2022 12:33,356000,"(38.5635832, 68.7537962)"
3821,1,12,55.0,Шохмансур,30.01.2022 12:32,430700,"(38.5507163, 68.8305472)"
3822,2,3,53.0,102 мкр,30.01.2022 12:32,400000,"(38.5215622, 68.74921245)"
3823,3,6,82.0,92мкр,30.01.2022 12:29,726000,"(nan, nan)"
3824,4,3,82.0,Мардон,30.01.2022 12:09,550000,"(38.526600200000004, 68.74827971106365)"
3825,3,4,80.0,Советский,30.01.2022 12:09,750000,"(38.538394249999996, 68.754725015596)"
3826,1,4,59.0,Зарафшон,30.01.2022 12:09,160000,"(38.5853222, 68.71890381645422)"
3827,1,10,49.0,,30.01.2022 12:05,260000,"(nan, nan)"
3828,2,10,60.0,103 мкр,30.01.2022 11:59,480000,"(38.5425835, 68.81521423589763)"
3829,1,0,17.0,Мясокомбинат,30.01.2022 11:59,30000,"(38.5456775, 68.7773484)"
3830,2,4,56.0,92 мкр,30.01.2022 11:58,479000,"(38.52225355, 68.74991793788521)"
3831,1,18,48.0,Фирдавси,30.01.2022 11:54,234000,"(38.5305762, 68.7763022)"
3832,5,1,50.0,,30.01.2022 11:45,580000,"(nan, nan)"
3833,2,2,48.0,Сино,30.01.2022 11:43,355000,"(38.5615057, 68.739065)"
3834,2,4,48.0,Политехникум,30.01.2022 11:38,420000,"(38.53258295, 68.73744528032304)"
3835,2,1,40.0,Асадулло Гуломов 18/1,30.01.2022 11:34,420000,"(38.56820545, 68.75304137696665)"
3836,4,6,89.0,,30.01.2022 11:32,460000,"(nan, nan)"
3837,2,12,80.0,,30.01.2022 11:30,240000,"(nan, nan)"
3838,2,2,40.0,Сино,30.01.2022 11:22,310000,"(38.5615057, 68.739065)"
3839,1,3,30.0,Фирдавси,30.01.2022 11:20,271000,"(38.5305762, 68.7763022)"
3840,3,12,97.0,Сино,30.01.2022 11:17,960000,"(38.5615057, 68.739065)"
3841,3,8,75.0,Хитой бозор,30.01.2022 11:09,300000,"(38.554049899999995, 68.78854784999999)"
3842,2,3,52.0,Шохмансур,30.01.2022 11:02,515000,"(38.5507163, 68.8305472)"
3843,1,8,65.0,92 мкр,30.01.2022 11:02,375000,"(38.52225355, 68.74991793788521)"
3844,1,5,30.0,Фирдавси,30.01.2022 11:01,240000,"(38.5305762, 68.7763022)"
3845,2,4,75.0,112 мкр,30.01.2022 10:47,4100000,"(38.5208346, 68.74790775)"
3846,2,8,110.0,Пайкар,30.01.2022 10:33,690000,"(38.5683072, 68.7866566)"
3847,2,19,130.0,Дом печать,30.01.2022 10:33,673000,"(38.5707484, 68.7886955)"
3848,1,14,60.0,,30.01.2022 10:33,448000,"(nan, nan)"
3849,3,8,210.0,,30.01.2022 10:32,2964000,"(nan, nan)"
3850,3,4,120.0,,30.01.2022 10:32,1368000,"(nan, nan)"
3851,3,7,102.0,Филармония,30.01.2022 10:26,740000,"(38.5635832, 68.7537962)"
3852,3,10,103.0,Караболо,30.01.2022 10:25,455500,"(nan, nan)"
3853,3,2,58.0,,30.01.2022 10:23,499999,"(nan, nan)"
3854,3,2,68.0,,30.01.2022 10:23,650000,"(nan, nan)"
3855,3,11,84.0,Цирк,30.01.2022 10:13,530000,"(38.5575994, 68.76368975457416)"
3856,3,2,170.0,,30.01.2022 10:08,1028000,"(nan, nan)"
3857,4,3,75.0,Фирдавси,30.01.2022 10:01,580000,"(38.5305762, 68.7763022)"
3858,4,5,106.0,9 км,30.01.2022 09:53,539010,"(38.5885533, 68.7787884)"
3859,2,7,74.0,Фирдавси,30.01.2022 09:53,547000,"(38.5305762, 68.7763022)"
3860,4,9,90.0,Сино,30.01.2022 09:40,680000,"(38.5615057, 68.739065)"
3861,2,5,54.0,Зарнисор,30.01.2022 09:39,320000,"(38.5077678, 68.7681578)"
3862,1,3,40.0,Сино,30.01.2022 09:29,290000,"(38.5615057, 68.739065)"
3863,2,7,82.0,Сино,30.01.2022 09:13,279000,"(38.5615057, 68.739065)"
3864,2,4,46.0,Фирдавси,30.01.2022 09:08,230000,"(38.5305762, 68.7763022)"
3865,1,11,50.0,,30.01.2022 08:34,100000,"(nan, nan)"
3866,2,7,50.0,Центр,30.01.2022 08:33,399999,"(38.584950250000006, 68.76348722496377)"
3867,1,7,35.0,,30.01.2022 08:20,285000,"(nan, nan)"
3868,3,3,75.0,Фирдавси,30.01.2022 07:54,590000,"(38.5305762, 68.7763022)"
3869,4,4,80.0,Сино,30.01.2022 07:48,530000,"(38.5615057, 68.739065)"
3870,3,16,110.0,Шохмансур,30.01.2022 07:06,570000,"(38.5507163, 68.8305472)"
3871,1,15,53.0,112 мкр,30.01.2022 06:37,245000,"(38.5208346, 68.74790775)"
3872,3,2,61.0,Сино,30.01.2022 06:33,690000,"(38.5615057, 68.739065)"
3873,3,10,80.0,65мкр,30.01.2022 05:47,525000,"(nan, nan)"
3874,1,4,45.0,Фирдавси,30.01.2022 03:34,300000,"(38.5305762, 68.7763022)"
3875,3,4,80.0,33 мкр,30.01.2022 01:34,660000,"(38.58569185, 68.72512473468157)"
3876,1,13,63.0,Зарафшон,30.01.2022 00:50,195000,"(38.5853222, 68.71890381645422)"
3877,2,7,56.0,Сино,30.01.2022 00:48,340000,"(38.5615057, 68.739065)"
3878,3,6,80.0,Испечак 2,30.01.2022 00:42,498000,"(38.5849938, 68.7245146)"
3879,1,4,42.0,Гипрозем,30.01.2022 00:15,275000,"(38.5112209, 68.73803768568288)"
3880,3,4,57.0,33 мкр,30.01.2022 00:12,480000,"(38.58569185, 68.72512473468157)"
3881,2,16,78.0,,29.01.2022 23:53,379000,"(nan, nan)"
3882,2,10,84.0,скорая больница,29.01.2022 23:19,435000,"(nan, nan)"
3883,1,13,50.0,Шохмансур,29.01.2022 22:47,350000,"(38.5507163, 68.8305472)"
3884,2,8,46.0,И.Сомони,29.01.2022 22:47,440000,"(38.5871679, 68.7869964)"
3885,2,11,77.0,Сино,29.01.2022 22:30,330000,"(38.5615057, 68.739065)"
3886,1,1,40.0,Рудаки,29.01.2022 22:16,116000,"(38.5858337, 68.793715)"
3887,2,2,50.0,,29.01.2022 22:13,448000,"(nan, nan)"
3888,2,5,50.0,,29.01.2022 22:05,400000,"(nan, nan)"
3889,1,16,48.0,Фирдавси,29.01.2022 22:02,200000,"(38.5305762, 68.7763022)"
3890,5,4,80.0,Фирдавси,29.01.2022 22:00,770000,"(38.5305762, 68.7763022)"
3891,3,8,80.0,Фирдавси,29.01.2022 22:00,712000,"(38.5305762, 68.7763022)"
3892,3,13,105.0,Поворот аэропорта,29.01.2022 21:59,699000,"(38.4881522, 68.7153354)"
3893,3,1,63.0,Сино-1,29.01.2022 21:58,488000,"(38.5621345, 68.75583104243432)"
3894,2,4,38.0,Файзобод,29.01.2022 21:49,180000,"(nan, nan)"
3895,3,1,61.0,Рудаки,29.01.2022 21:47,350000,"(38.5858337, 68.793715)"
3896,2,3,45.0,Фирдавси,29.01.2022 21:22,290000,"(38.5305762, 68.7763022)"
3897,1,2,42.0,н.Рудаки,29.01.2022 21:22,100000,"(38.5858337, 68.793715)"
3898,4,4,90.0,Сино,29.01.2022 21:15,575500,"(38.5615057, 68.739065)"
3899,3,10,50.0,,29.01.2022 20:58,1695000,"(nan, nan)"
3900,1,2,37.0,Шохмансур,29.01.2022 20:34,452000,"(38.5507163, 68.8305472)"
3901,2,3,63.0,Шохмансур,29.01.2022 20:31,350000,"(38.5507163, 68.8305472)"
3902,3,1,60.0,,29.01.2022 20:24,610000,"(nan, nan)"
